cycle,range_bin,doppler_bin,output_hex
1425695000,56,27,fe290032
1425705000,56,28,01c7ffe7
1425715000,56,29,ff02008d
1425725000,56,30,0191fffc
1425735000,56,31,fec40080
1430805000,57,0,010bfe2e
1430815000,57,1,004f00b6
1430825000,57,2,fdafffff
1430835000,57,3,03cf000a
1430845000,57,4,fc95fea9
1430855000,57,5,01ce023c
1430865000,57,6,ff01fe85
1430875000,57,7,0047006b
1430885000,57,8,0025ff96
1430895000,57,9,002501fa
1430905000,57,10,ffb9fddf
1430915000,57,11,fefd016d
1430925000,57,12,011bfee9
1430935000,57,13,00d300c4
1430945000,57,14,fdd6ff34
1430955000,57,15,01a0003a
1430965000,57,16,ff9d00c2
1430975000,57,17,00adff54
1430985000,57,18,fec9003b
1430995000,57,19,01770098
1431005000,57,20,ffd5ff87
1431015000,57,21,fdd6ffd4
1431025000,57,22,01b7ffbb
1431035000,57,23,ffdf0055
1431045000,57,24,0023ffc6
1431055000,57,25,0043ffc8
1431065000,57,26,feef0047
1431075000,57,27,00150031
1431085000,57,28,00fbffab
1431095000,57,29,ff0d0140
1431105000,57,30,01f2ff2c
1431115000,57,31,fdea00d6
1436185000,58,0,0049ff9a
1436195000,58,1,fe94001c
1436205000,58,2,01e800b6
1436215000,58,3,000dfe16
1436225000,58,4,fe480250
1436235000,58,5,02e3feb6
1436245000,58,6,fd27ff10
1436255000,58,7,02940154
1436265000,58,8,fd96ff9b
1436275000,58,9,01b5ff7f
1436285000,58,10,fee9015a
1436295000,58,11,0000fee9
1436305000,58,12,ff2900af
1436315000,58,13,011dff5f
1436325000,58,14,ff8d005c
1436335000,58,15,011bffd5
1436345000,58,16,fe6b006e
1436355000,58,17,0254ff34
1436365000,58,18,fed200fa
1436375000,58,19,0019ff7e
1436385000,58,20,fee200b2
1436395000,58,21,012dfe46
1436405000,58,22,ff810146
1436415000,58,23,fea00064
1436425000,58,24,030afee9
1436435000,58,25,fe83ffc9
1436445000,58,26,ffbd0122
1436455000,58,27,ffc6fefb
1436465000,58,28,0051008b
1436475000,58,29,ffe3ff75
1436485000,58,30,00e301ca
1436495000,58,31,ff25ff23
1441565000,59,0,015bff21
1441575000,59,1,ffc7013b
1441585000,59,2,fe98ff72
1441595000,59,3,018600aa
1441605000,59,4,fea3fe79
1441615000,59,5,00600103
1441625000,59,6,ffdfff60
1441635000,59,7,01a6000d
1441645000,59,8,fdf8005a
1441655000,59,9,00d2004b
1441665000,59,10,00260002
1441675000,59,11,ffe3ff80
1441685000,59,12,ff8e005c
1441695000,59,13,00d2ff7b
1441705000,59,14,ff0a007d
1441715000,59,15,ffc6ffc8
1441725000,59,16,ff090119
1441735000,59,17,03d5fe09
1441745000,59,18,fcfe01d2
1441755000,59,19,015cff0e
1441765000,59,20,ffbd0105
1441775000,59,21,000cfe39
1441785000,59,22,00510188
1441795000,59,23,fed6ff59
1441805000,59,24,0114fffc
1441815000,59,25,ff5efe99
1441825000,59,26,ffbc026e
1441835000,59,27,0073fe9c
1441845000,59,28,fecaffc6
1441855000,59,29,01fe00e9
1441865000,59,30,ff260057
1441875000,59,31,ff7eff96
1446945000,60,0,ffc6fd4e
1446955000,60,1,ff420332
1446965000,60,2,0012fe39
1446975000,60,3,0007ffc0
1446985000,60,4,007e0149
1446995000,60,5,ff83ff6e
1447005000,60,6,ffd700f4
1447015000,60,7,0121fdc8
1447025000,60,8,fe440182
1447035000,60,9,0111005c
1447045000,60,10,002bfe76
1447055000,60,11,001b0067
1447065000,60,12,ff8b0172
1447075000,60,13,0084fde9
1447085000,60,14,fe4d00d3
1447095000,60,15,0139ffa1
1447105000,60,16,ff600218
1447115000,60,17,0050fd7a
1447125000,60,18,ff8602e1
1447135000,60,19,0077fd64
1447145000,60,20,00760143
1447155000,60,21,003fffae
1447165000,60,22,ffe90110
1447175000,60,23,002bfee8
1447185000,60,24,ff82ffb4
1447195000,60,25,002dfff0
1447205000,60,26,ff5d0064
1447215000,60,27,00a3ff39
1447225000,60,28,00050196
1447235000,60,29,0012fec3
1447245000,60,30,fee300a5
1447255000,60,31,0197008b
1452325000,61,0,fecc001f
1452335000,61,1,0146002a
1452345000,61,2,fdb40018
1452355000,61,3,0267ff2f
1452365000,61,4,ff060026
1452375000,61,5,00f3ffe4
1452385000,61,6,ff340142
1452395000,61,7,00a6fdd2
1452405000,61,8,feae0097
1452415000,61,9,003c0126
1452425000,61,10,00d0fffa
1452435000,61,11,ff63fe55
1452445000,61,12,fffa02a4
1452455000,61,13,0048fefc
1452465000,61,14,ff5d007a
1452475000,61,15,0120fe10
1452485000,61,16,ff60030b
1452495000,61,17,0132fe10
1452505000,61,18,fecaffba
1452515000,61,19,ff63ff77
1452525000,61,20,018400cc
1452535000,61,21,fe37fea2
1452545000,61,22,0018015c
1452555000,61,23,0168ffd8
1452565000,61,24,ff6600cf
1452575000,61,25,0088ffc0
1452585000,61,26,fe56ffd4
1452595000,61,27,026f0041
1452605000,61,28,ff140022
1452615000,61,29,ff92ff26
1452625000,61,30,003b0100
1452635000,61,31,0096ff42
1457705000,62,0,fec4fe1f
1457715000,62,1,01690274
1457725000,62,2,fe47fdf4
1457735000,62,3,019a01a1
1457745000,62,4,feecfdaa
1457755000,62,5,002c02a2
1457765000,62,6,0015fea6
1457775000,62,7,0076ff06
1457785000,62,8,002d0133
1457795000,62,9,ffa200b0
1457805000,62,10,ff92ff6b
1457815000,62,11,009cfffd
1457825000,62,12,ff360009
1457835000,62,13,002f0027
1457845000,62,14,00360036
1457855000,62,15,0078ff3a
1457865000,62,16,fe7c0237
1457875000,62,17,01d5fe60
1457885000,62,18,ff3bff5c
1457895000,62,19,ffd0004b
1457905000,62,20,01c600b2
1457915000,62,21,fdfcfe94
1457925000,62,22,00d7006e
1457935000,62,23,ffa80092
1457945000,62,24,ffffff9f
1457955000,62,25,011800a0
1457965000,62,26,fcecff1d
1457975000,62,27,02ce016b
1457985000,62,28,ff3cfdfb
1457995000,62,29,ffc102bf
1458005000,62,30,016efeb6
1458015000,62,31,ff66003a
1463085000,63,0,fe74ffc2
1463095000,63,1,0150ffe3
1463105000,63,2,fe01001d
1463115000,63,3,02bb000d
1463125000,63,4,fe28009c
1463135000,63,5,0127ff62
1463145000,63,6,ff05ffbd
1463155000,63,7,00fa006a
1463165000,63,8,feba0042
1463175000,63,9,015cfe56
1463185000,63,10,fce70169
1463195000,63,11,0343ff29
1463205000,63,12,fe800089
1463215000,63,13,00f1ff4b
1463225000,63,14,fec4023d
1463235000,63,15,0146fddd
1463245000,63,16,ff4c00c6
1463255000,63,17,014a004b
1463265000,63,18,ff55ff8f
1463275000,63,19,0021ffef
1463285000,63,20,ffd2fff8
1463295000,63,21,feb10098
1463305000,63,22,015fff99
1463315000,63,23,fe26fe9a
1463325000,63,24,01e20256
1463335000,63,25,004aff78
1463345000,63,26,fde7ff07
1463355000,63,27,00fd00d7
1463365000,63,28,00faff03
1463375000,63,29,ff0f01bf
1463385000,63,30,0104fe31
1463395000,63,31,00460103
